10500 13400
2794 4672 44
2794 3474 96
2795 5475 47
2795 3223 74
2796 3324 89
2796 5150 59
2797 3705 76
2797 4049 90
2798 4594 84
2799 3402 79
2799 3394 87
2801 5035 38
2802 4419 54
2802 5079 82
2803 2997 58
2804 3293 85
2805 2809 14
2806 3121 51
2807 4526 37
2807 4792 86
2808 2844 75
2809 4528 73
2810 5139 57
2813 4758 66
2816 3662 67
2816 3784 22
2817 7527 43
2818 5140 73
2818 3153 43
2819 3787 24
2819 4736 82
2820 2856 90
2821 5060 76
2821 3380 38
2822 3682 35
2822 4642 26
2823 4775 78
2823 2944 36
2824 3455 81
2824 4673 19
2824 7918 18
2825 3812 35
2826 5239 53
2828 4399 51
2829 5001 55
2830 4405 48
2830 5048 56
2831 3180 71
2832 3932 58
2832 3296 59
2833 4331 44
2834 3539 73
2834 4819 16
2835 4485 56
2836 3753 62
2837 4696 92
2838 3979 94
2839 4217 38
2839 4981 80
2839 4562 72
2840 2855 90
2840 4033 78
2840 5076 69
2841 4376 64
2844 3760 64
2845 3802 52
2846 3952 52
2847 4117 79
2848 3721 40
2849 3804 72
2849 5203 36
2849 7522 16
2850 5240 73
2851 4337 63
2851 3035 91
2856 5138 25
2857 4236 46
2859 4859 60
2859 3232 50
2860 4232 65
2861 4086 75
2862 3880 38
2864 3050 47
2864 3467 89
2866 2879 14
2867 2951 48
2867 3239 19
2868 3288 77
2869 4558 52
2869 3472 68
2870 3565 37
2870 4702 47
2871 3220 40
2871 4182 68
2871 5113 21
2872 3016 70
2873 3554 21
2875 4221 59
2876 3771 69
2877 3087 32
2878 4956 21
2878 3850 55
2878 3260 76
2879 4614 23
2880 4708 27
2880 3453 26
2881 5354 58
2881 2987 65
2883 4281 76
2883 4271 81
2884 5134 75
2884 4005 74
2886 4293 59
2886 3549 37
2887 3281 86
2887 4170 55
2887 4454 78
2887 3245 33
2889 3637 28
2889 4962 30
2890 4133 62
2891 3672 84
2892 3608 20
2893 2927 36
2894 4135 77
2895 4417 23
2895 3231 36
2895 7112 43
2896 3461 32
2897 5041 31
2898 3041 73
2900 4368 52
2901 2982 94
2902 4026 20
2902 3788 93
2903 3082 40
2904 2935 34
2904 5063 25
2905 4791 39
2905 3895 20
2906 5069 16
2907 6807 161
2908 4504 18
2908 4646 71
2908 3375 30
2909 5343 77
2910 3615 31
2911 4434 70
2911 4398 16
2912 3334 56
2913 3187 60
2913 3849 35
2913 4040 92
2917 5190 64
2917 4566 17
2918 3611 53
2918 3388 40
2919 5186 58
2919 3742 94
2920 4164 22
2920 3073 78
2920 5124 22
2921 5449 22
2922 3903 87
2922 4750 49
2923 3843 75
2924 3719 83
2924 4597 37
2925 4095 33
2928 5404 40
2929 4235 91
2930 5049 57
2931 3894 46
2931 4245 55
2932 5108 43
2933 3470 58
2933 4876 80
2934 3456 45
2935 4794 50
2936 4261 82
2938 2967 16
2939 4929 15
2939 3520 66
2940 3900 96
2941 4817 27
2941 5358 65
2942 4123 92
2942 4160 32
2943 4384 72
2943 5367 46
2944 5403 51
2945 4011 64
2945 4093 19
2946 3159 63
2946 4718 41
2947 5264 80
2947 4927 96
2948 3336 31
2948 3269 61
2949 4274 58
2952 5241 39
2953 3198 68
2953 5020 28
2954 4312 12
2955 4293 31
2956 4790 81
2956 3847 95
2957 3368 65
2958 3194 15
2959 4289 75
2959 9344 118
2960 3729 40
2960 4363 80
2961 4619 75
2961 5293 75
2962 4763 31
2962 5268 34
2962 2974 17
2963 4193 58
2963 3598 30
2964 4544 33
2964 3069 43
2966 3403 33
2969 4129 48
2969 4437 80
2969 3666 89
2970 3530 82
2971 5135 40
2971 3685 96
2972 3285 15
2972 3790 42
2972 3197 59
2973 4146 25
2973 9274 164
2974 3953 23
2974 3324 41
2976 4661 67
2978 3012 27
2979 4666 21
2979 3594 57
2980 3583 27
2981 3371 15
2981 5539 154
2983 3095 96
2983 5210 37
2984 3396 72
2985 4983 95
2985 3746 21
2987 4925 45
2987 6551 73
2988 5349 33
2989 4451 95
2990 4852 43
2991 3949 37
2991 4931 24
2993 5215 50
2993 4331 57
2993 4588 18
2994 4613 73
2994 4188 32
2995 3960 53
2995 4241 11
2998 4550 94
2998 4607 89
2999 3862 56
3000 4326 59
3001 4996 91
3002 3287 61
3002 5162 19
3002 3739 25
3003 3144 77
3004 3626 37
3004 10215 192
3006 3592 47
3006 3498 67
3006 5125 40
3007 4092 28
3007 5158 26
3008 4065 55
3010 3930 44
3011 4210 40
3012 4009 33
3013 4863 90
3014 3874 59
3015 5421 62
3015 5167 34
3016 4952 96
3016 5542 170
3017 3085 56
3017 3745 66
3019 5395 22
3019 3587 29
3020 4364 45
3021 3189 31
3025 4696 12
3027 4291 56
3027 5179 76
3027 4460 47
3027 4894 90
3028 3247 26
3028 4631 71
3029 4880 58
3032 5093 15
3032 5417 77
3034 3326 37
3034 4281 63
3034 4397 33
3036 4181 63
3036 5036 30
3036 5121 49
3037 4271 28
3038 4948 35
3038 4282 40
3039 3048 22
3040 4127 82
3041 3619 69
3042 4618 35
3042 9522 126
3043 4727 86
3043 4613 93
3044 4599 59
3045 4333 26
3045 10063 192
3046 4907 88
3046 5025 38
3047 5136 18
3050 4800 27
3050 4099 31
3051 5489 90
3051 3137 40
3052 4839 13
3053 5340 45
3055 3951 76
3056 4094 73
3057 3857 53
3057 4458 31
3058 4743 31
3058 5391 17
3060 3430 94
3061 3696 95
3061 5247 87
3062 4674 48
3062 5123 10
3062 5301 62
3063 3553 45
3063 4884 29
3064 5160 91
3065 4624 64
3065 5654 25
3067 4198 64
3067 3844 36
3068 4353 40
3068 4279 81
3069 3618 78
3071 3772 26
3071 3839 69
3072 4435 80
3072 10446 139
3074 3382 37
3074 4960 74
3075 5165 79
3076 3536 28
3080 5382 61
3080 4474 14
3081 4320 26
3083 3597 48
3083 4564 22
3085 3736 62
3086 3417 47
3087 7874 98
3089 4827 64
3090 3522 48
3091 3476 52
3091 5045 27
3092 4110 25
3092 3882 84
3093 3686 95
3094 4665 48
3096 4954 25
3097 5954 39
3098 4066 90
3099 3745 92
3099 3380 93
3100 4378 77
3100 5131 26
3101 4581 39
3102 3923 14
3103 4930 73
3104 5289 15
3104 5030 54
3106 3600 89
3107 5486 78
3107 4354 22
3108 5195 18
3109 3691 65
3109 3493 87
3110 4793 78
3112 3151 39
3112 4347 55
3113 4721 71
3113 4632 38
3113 4880 82
3114 3393 65
3115 4019 64
3116 10217 51
3117 4466 73
3117 4667 54
3118 3852 33
3119 3956 11
3119 3916 73
3119 4740 28
3120 4099 61
3121 3218 28
3121 6314 93
3122 4462 71
3122 4568 18
3122 4886 33
3122 5082 63
3123 4364 61
3124 4565 18
3125 3498 63
3126 4846 38
3126 4650 50
3127 3713 39
3128 4090 27
3130 4795 18
3130 4704 32
3131 4031 49
3131 4081 38
3132 5497 61
3132 3849 77
3136 3732 24
3138 3400 34
3139 3528 83
3139 3855 18
3140 3674 29
3140 3830 60
3140 5073 81
3141 4484 55
3141 4958 10
3142 3384 68
3142 3937 90
3143 4109 77
3145 3372 18
3145 4774 53
3146 5122 44
3147 4699 30
3147 5247 37
3148 5025 14
3148 4655 73
3149 3837 74
3149 5218 17
3152 5425 36
3153 3959 83
3154 4124 41
3154 4077 63
3155 5425 92
3156 3975 65
3156 5230 41
3157 4292 81
3158 5000 74
3159 4841 86
3161 3470 47
3162 4427 17
3162 8871 72
3163 4612 72
3164 3336 57
3165 5162 58
3165 5489 55
3166 6070 74
3168 3342 75
3169 5183 75
3169 4439 40
3170 5225 92
3171 3726 79
3171 4126 51
3172 5368 59
3174 3657 81
3175 5373 55
3176 4305 15
3176 4881 60
3177 3441 45
3177 5534 20
3178 4325 92
3178 3714 49
3179 4070 80
3180 3256 82
3181 3207 21
3181 4173 79
3181 6164 46
3184 3712 23
3185 3257 34
3185 3581 68
3186 3532 13
3187 5026 70
3187 4857 51
3187 3461 41
3188 3502 88
3190 5096 81
3191 5017 77
3192 5469 93
3193 5200 39
3194 3883 52
3195 3254 60
3196 3452 95
3197 4923 50
3199 8468 157
3200 4164 58
3201 4555 36
3202 3457 66
3204 4723 57
3204 4837 89
3205 5013 22
3206 3276 59
3207 3782 76
3207 7295 92
3209 3551 51
3209 5406 77
3210 3554 41
3211 3253 43
3211 3865 56
3212 5446 70
3213 4132 33
3214 3681 42
3214 5333 54
3215 4569 20
3215 3836 32
3217 8362 173
3218 3592 69
3219 4625 55
3219 4407 43
3219 3894 26
3223 4814 72
3224 4178 11
3224 6622 20
3225 4243 39
3226 3733 96
3227 4860 74
3228 3995 88
3228 5256 14
3228 8456 176
3230 3309 70
3230 6882 50
3231 4386 37
3231 3277 76
3233 5455 56
3234 4550 86
3234 8499 82
3235 4370 38
3235 4792 73
3236 5082 13
3238 4404 26
3238 3837 96
3239 4651 89
3239 4779 18
3239 5119 21
3240 4001 76
3241 4267 93
3242 4048 18
3243 3880 77
3243 5116 80
3243 3701 95
3245 4512 62
3246 3566 79
3246 3631 60
3246 5002 48
3247 3871 53
3247 4509 67
3248 5228 53
3248 5706 38
3249 3811 34
3249 3828 59
3251 3646 42
3252 3969 15
3254 4579 71
3255 4727 66
3255 7533 52
3256 3310 76
3257 4112 15
3258 4030 32
3258 8178 125
3259 4480 17
3260 5090 17
3260 4856 51
3261 4834 40
3262 3974 30
3263 4830 62
3263 5440 39
3265 3432 75
3267 5061 67
3268 4429 48
3268 3699 82
3271 4163 59
3273 4396 81
3274 4776 16
3275 4645 80
3275 3690 37
3277 3814 48
3278 5170 48
3280 4924 10
3280 3787 83
3282 3695 18
3282 4181 56
3283 4492 26
3283 5320 64
3284 4482 77
3284 4031 43
3286 5409 17
3286 4376 53
3287 3328 28
3287 5621 141
3289 5301 94
3289 4542 82
3290 5029 52
3291 4627 65
3293 4104 74
3294 4442 67
3296 4138 40
3297 4697 62
3297 3671 95
3298 4367 30
3298 5219 93
3299 4470 48
3300 3628 81
3301 5207 12
3302 5079 85
3304 4601 96
3304 5083 41
3305 4258 93
3306 4766 32
3308 5288 10
3308 4807 18
3309 5170 53
3311 4539 40
3313 4205 39
3313 4672 42
3314 5050 15
3317 3342 78
3317 3442 30
3318 4503 10
3318 3425 49
3319 4388 69
3320 4754 80
3322 3813 68
3322 3643 38
3326 4962 12
3327 4516 52
3327 5238 19
3328 3908 51
3328 7781 65
3330 3508 13
3330 7879 124
3331 4616 51
3332 4837 19
3333 4581 73
3334 4043 11
3335 3493 31
3335 3895 45
3338 3512 15
3338 4069 14
3340 4252 72
3340 4329 11
3341 3758 59
3344 4966 37
3347 3944 60
3348 4796 86
3348 3396 66
3351 4015 17
3352 5157 40
3353 4343 77
3355 3819 43
3357 3651 36
3358 5436 48
3358 4034 85
3360 3658 49
3360 5465 27
3361 5120 74
3361 4524 64
3361 5458 76
3362 4938 67
3363 4389 62
3365 4035 63
3366 3642 37
3366 5439 10
3366 5896 19
3367 4269 10
3368 3759 48
3370 3926 18
3370 4870 68
3371 3642 31
3372 4974 30
3373 4576 47
3374 3614 59
3375 5230 91
3375 5019 36
3376 5072 25
3377 4307 88
3378 5439 26
3379 4480 50
3381 4677 50
3382 3501 73
3382 3697 49
3383 4140 58
3384 3503 76
3387 5151 51
3387 4718 33
3388 3783 43
3388 5455 83
3389 4971 16
3391 4781 61
3392 4050 28
3392 5871 130
3395 4474 47
3398 3610 94
3399 3896 17
3401 4617 47
3402 5431 40
3403 3739 60
3404 3657 34
3408 3926 52
3409 5402 70
3409 4691 12
3410 4074 81
3411 4603 73
3411 8970 63
3413 4798 64
3414 3640 14
3414 3877 52
3416 4299 32
3416 3424 49
3417 3958 55
3419 4336 66
3420 5390 58
3421 4885 43
3424 5430 89
3426 4978 31
3427 5038 21
3427 4556 22
3428 4540 68
3430 3613 17
3432 3921 29
3432 6579 193
3436 4744 55
3436 4732 93
3436 3972 89
3437 3684 65
3438 3537 92
3440 3985 15
3440 3459 39
3440 3771 82
3441 4305 91
3442 5294 61
3443 4858 30
3443 4311 16
3444 5117 33
3444 4831 29
3446 5225 85
3446 4951 26
3446 9037 116
3447 5177 33
3447 5692 106
3449 3706 72
3450 4363 79
3451 4892 38
3452 4918 79
3455 4259 50
3459 4360 48
3460 4279 88
3460 4286 55
3462 3586 63
3462 4298 85
3463 4695 83
3465 5125 67
3466 4928 76
3469 5350 39
3469 5250 50
3469 3606 80
3472 4225 45
3472 3598 69
3473 3637 80
3473 4117 22
3474 4452 30
3477 3891 67
3477 5168 38
3478 4616 17
3478 4854 62
3478 4048 95
3479 5058 13
3479 8522 63
3481 5019 73
3482 4501 36
3483 5348 26
3483 3636 14
3484 4025 45
3484 4155 58
3485 5133 71
3487 4341 39
3487 10357 52
3488 5428 16
3489 5064 32
3490 9920 177
3491 3737 33
3494 4257 34
3494 4381 37
3495 4272 17
3496 3754 42
3499 4780 69
3501 4701 50
3501 5192 26
3502 5203 93
3503 4520 49
3504 3560 18
3505 4990 60
3506 4910 88
3506 3667 34
3507 3989 44
3509 3957 62
3511 6863 88
3513 4228 39
3514 4592 15
3514 4916 87
3515 5198 49
3516 3867 55
3516 5251 71
3517 5029 26
3518 3702 23
3519 5156 35
3519 4570 22
3521 5415 25
3523 3660 30
3524 5388 66
3524 6990 166
3525 3825 12
3525 5074 66
3526 5360 76
3526 5486 60
3527 3903 63
3528 5251 54
3529 4537 19
3530 8318 82
3531 3823 79
3533 5490 31
3537 3570 40
3537 4488 47
3537 7762 182
3538 5344 92
3539 4559 90
3540 4889 73
3540 4743 16
3541 5310 74
3541 4838 87
3541 7023 128
3542 4817 80
3543 4788 54
3546 4349 76
3547 5385 29
3548 4706 61
3550 5478 38
3550 4877 77
3551 5318 96
3552 3610 48
3555 4603 37
3555 5345 83
3557 4438 53
3558 3622 61
3558 4136 47
3560 4670 59
3560 4925 61
3561 4865 23
3562 4106 76
3563 3608 85
3564 3768 59
3565 4935 56
3566 3731 50
3567 4165 64
3570 4548 45
3573 5040 48
3574 4609 92
3575 5438 87
3575 5310 61
3575 5620 148
3576 4084 11
3576 5422 79
3576 7987 104
3577 4223 15
3577 6655 53
3578 4959 31
3578 4578 63
3579 4110 34
3579 3648 23
3582 4733 43
3582 4957 85
3583 4200 26
3586 5191 67
3587 4729 58
3587 4802 24
3588 4771 31
3590 4969 64
3590 3876 24
3590 10255 14
3591 4176 91
3593 4323 42
3594 4809 59
3596 3761 83
3596 5456 93
3600 3662 37
3601 3969 70
3602 4327 14
3603 4577 81
3603 5295 49
3606 3748 66
3606 5921 48
3611 5218 47
3612 4821 11
3612 5495 65
3614 4426 67
3617 4900 48
3620 4564 30
3623 3827 43
3624 4430 20
3625 5268 64
3625 5087 78
3626 5363 31
3627 5267 72
3627 3932 64
3629 5234 33
3630 5080 22
3631 5392 92
3633 4912 23
3633 4115 67
3634 4252 20
3635 5034 20
3635 3881 52
3636 3665 36
3638 5391 31
3638 5274 40
3639 5500 59
3641 5082 78
3643 4674 42
3643 8952 107
3645 5038 65
3646 4373 71
3647 3934 90
3648 4145 11
3649 5374 64
3651 3986 20
3653 4053 57
3653 5285 45
3654 4025 73
3654 4811 87
3655 4725 26
3656 4532 14
3658 4916 76
3659 4409 95
3661 4071 26
3663 5386 24
3667 3827 16
3668 4638 61
3668 4167 87
3670 4552 92
3670 4378 32
3670 4374 29
3673 5428 11
3673 5367 37
3674 4303 38
3674 7736 164
3675 4454 59
3676 4317 75
3676 5500 77
3677 4800 48
3677 4540 42
3678 5466 42
3680 4887 30
3683 3715 48
3687 4326 80
3689 4137 17
3691 5244 54
3692 4778 16
3692 5488 46
3693 3944 50
3694 4593 37
3694 4312 85
3695 4840 45
3697 5479 31
3698 3750 15
3700 3794 77
3700 4724 26
3701 4867 61
3703 5470 12
3704 4521 81
3705 4915 35
3707 4806 31
3708 4120 58
3709 5209 57
3710 4231 49
3711 4959 52
3712 5405 75
3714 5346 20
3716 5440 40
3716 5173 75
3717 4765 42
3718 3934 65
3718 5252 19
3719 3858 71
3720 4014 69
3720 4266 33
3722 4673 66
3722 5143 13
3723 4901 36
3724 4759 89
3725 4904 74
3725 5286 44
3726 5035 92
3726 6087 166
3727 4762 92
3727 4724 86
3728 4298 58
3730 4392 43
3730 5146 17
3732 4927 26
3734 6515 52
3735 4728 36
3735 4972 85
3736 4950 84
3738 8356 26
3740 9003 78
3742 4822 26
3742 5191 91
3744 5311 75
3746 3910 57
3747 5475 90
3749 4557 14
3750 5242 40
3751 4330 95
3753 4508 81
3753 6966 97
3754 4192 13
3755 4368 89
3756 4051 64
3757 5089 87
3757 4008 70
3759 4471 51
3760 4968 65
3763 4433 91
3764 3892 31
3765 4586 52
3766 4456 85
3767 4268 80
3769 5437 59
3770 5002 64
3773 4141 78
3774 5052 70
3775 4447 44
3775 9520 180
3778 4875 66
3780 5253 75
3781 5262 49
3781 4431 25
3782 4636 46
3783 5432 43
3785 4260 78
3786 4161 43
3787 4415 29
3788 9846 46
3789 4218 27
3790 4731 85
3791 5185 55
3793 4237 21
3795 4583 50
3796 4982 15
3796 5777 186
3797 5078 24
3799 5144 24
3799 4014 40
3800 3958 89
3800 4905 73
3801 4462 37
3801 4201 95
3802 3963 46
3803 3824 48
3804 5443 18
3808 3993 20
3810 5401 12
3815 4222 23
3816 4042 77
3817 5099 89
3817 4121 90
3818 5005 74
3818 5229 45
3826 5279 38
3829 3898 68
3831 3832 40
3831 5122 81
3832 4635 50
3833 4079 59
3833 5557 61
3834 4722 19
3835 9562 100
3836 4742 24
3838 4576 74
3839 4549 28
3841 5064 32
3843 4838 23
3844 4785 41
3845 5063 79
3845 4055 88
3846 3929 78
3848 4096 76
3851 5067 51
3851 3888 28
3853 4536 40
3854 5414 78
3854 4759 62
3855 5092 52
3857 7779 173
3858 5171 73
3860 4946 50
3860 4374 90
3861 5109 39
3861 4509 47
3864 4201 70
3865 5254 20
3867 4991 79
3868 4572 16
3871 4206 85
3872 5023 95
3873 4735 35
3874 4233 69
3877 5103 80
3878 4156 94
3879 4785 83
3881 5246 73
3883 3897 50
3884 5459 49
3885 4615 65
3885 5320 53
3886 4024 81
3887 4142 31
3888 4967 88
3889 4969 51
3889 3899 82
3890 5031 45
3890 5983 110
3892 4857 90
3893 4833 31
3893 8649 23
3897 4971 46
3900 4595 10
3902 4600 63
3904 4892 91
3904 9669 177
3906 5028 15
3909 5192 75
3910 4251 33
3911 4679 75
3912 5448 10
3912 4075 77
3913 4337 12
3914 4001 57
3914 4803 11
3918 5046 16
3920 4720 70
3925 5450 42
3925 4172 27
3927 5422 88
3927 4409 84
3929 5366 91
3930 4428 76
3931 4571 39
3933 4697 16
3935 4477 61
3937 5461 37
3938 4207 48
3938 5424 39
3939 4075 16
3941 4973 44
3941 5281 20
3942 4418 30
3942 4534 85
3945 5232 15
3946 5222 64
3946 5429 11
3947 5149 96
3948 4159 52
3948 4810 96
3950 5276 96
3955 4715 16
3959 4791 42
3960 5055 23
3961 4158 51
3961 4330 77
3962 4883 96
3963 4769 28
3963 6649 20
3964 4200 14
3965 5375 61
3966 4020 89
3967 5091 25
3968 5305 80
3970 4183 90
3973 4878 83
3973 4465 35
3977 4118 23
3977 4272 25
3978 5282 33
3978 4866 47
3980 4585 43
3980 4264 87
3982 4214 73
3983 4746 34
3983 4208 29
3984 4888 80
3987 5361 36
3987 8123 63
3989 4684 92
3990 4829 95
3990 4391 61
3990 5619 126
3992 4147 19
3993 4924 33
3994 5253 77
3996 4434 52
3996 5460 13
3997 4090 52
3998 4352 52
3998 5110 64
3998 4294 32
3999 4222 47
4000 4587 33
4002 4692 96
4003 4778 51
4004 5410 84
4006 4436 78
4007 5319 85
4010 4731 88
4011 5294 83
4012 4115 26
4013 4582 72
4015 4804 36
4016 4490 53
4021 4407 82
4021 5207 13
4022 4972 57
4022 4687 30
4024 4686 16
4025 5178 17
4026 6683 115
4027 5387 14
4028 4615 18
4033 4285 84
4034 6175 31
4037 5187 85
4037 4287 30
4038 5033 56
4038 4887 50
4039 4211 70
4039 9297 195
4040 4732 18
4040 4270 52
4042 4960 30
4042 5246 40
4043 4318 78
4044 4929 57
4045 4893 45
4046 5407 50
4048 4541 56
4049 5370 28
4052 4476 44
4054 4476 48
4054 4784 30
4058 4634 73
4060 4961 16
4062 4321 54
4063 8993 120
4065 4237 45
4065 5104 23
4066 5128 24
4067 4122 82
4068 5266 36
4069 8015 193
4071 5384 43
4072 4417 62
4072 10147 63
4074 4113 73
4076 4400 85
4076 5350 56
4076 10455 111
4078 5372 95
4079 5472 93
4079 4313 44
4080 5198 32
4083 5070 45
4086 4773 91
4087 4631 13
4087 5437 93
4087 5146 37
4088 4432 77
4090 5423 28
4091 4784 51
4092 4389 58
4092 10066 22
4093 5167 76
4098 4568 85
4099 4148 53
4100 5083 82
4101 4760 86
4102 4894 50
4102 5124 23
4103 5228 76
4104 4510 14
4106 7500 137
4108 5346 30
4108 4799 56
4112 4896 15
4116 4563 51
4116 5050 55
4119 4257 70
4120 4562 74
4121 5396 66
4121 4359 40
4122 4171 89
4125 4173 15
4125 5301 45
4128 4141 91
4134 4644 82
4136 4489 60
4139 4472 51
4140 8817 193
4142 5444 39
4143 4895 75
4147 4994 38
4149 4172 30
4150 4270 86
4150 5054 61
4151 5042 64
4162 5144 55
4165 5094 74
4166 8483 143
4167 4894 41
4170 4980 30
4171 5152 13
4174 4300 74
4174 5182 44
4175 5021 32
4175 4380 87
4177 4683 14
4178 4222 28
4180 5467 39
4180 4796 21
4184 4514 39
4185 8493 89
4189 5007 10
4189 5090 82
4190 4693 69
4191 5445 20
4192 5020 79
4195 5496 70
4196 5325 54
4196 4786 34
4196 5761 96
4197 5077 81
4197 4707 22
4198 4308 69
4198 6021 183
4200 6649 53
4203 4678 45
4203 4899 16
4203 5800 122
4204 4593 20
4205 9899 122
4206 5008 84
4211 4804 52
4212 4867 87
4215 4807 19
4223 5379 61
4226 4855 28
4227 8444 90
4230 4356 88
4230 5442 25
4234 4437 43
4234 4539 30
4235 4461 35
4238 5463 19
4238 5081 38
4239 5030 78
4239 4709 60
4240 5320 73
4241 4500 52
4242 5196 66
4242 4888 91
4243 5464 29
4247 4358 20
4248 4541 62
4251 4889 21
4254 5332 70
4255 5226 31
4255 6464 82
4256 4986 80
4260 4415 67
4262 4878 53
4264 4882 42
4265 5271 83
4267 4890 19
4272 4303 59
4276 4898 53
4277 4717 70
4277 4744 56
4278 4314 56
4280 5136 37
4280 4419 54
4283 4323 91
4283 4818 76
4284 4626 49
4287 5097 24
4290 4611 82
4290 4608 91
4291 4920 96
4295 5046 29
4296 5056 88
4297 5081 92
4300 5365 25
4301 4302 47
4302 4411 38
4303 4689 20
4309 4432 26
4312 5164 55
4315 4897 31
4315 4708 31
4316 4530 88
4319 4355 47
4331 5453 88
4332 5118 23
4332 4999 74
4335 4839 28
4338 5126 41
4340 4741 51
4342 4871 28
4344 4881 68
4344 4620 41
4344 5094 84
4346 5329 29
4346 5189 72
4348 5098 63
4350 4496 24
4352 5124 15
4353 4750 36
4357 7043 123
4359 5283 75
4362 5212 14
4364 4624 45
4365 4829 66
4365 7428 35
4365 7461 169
4366 4813 49
4366 4641 69
4369 4860 39
4370 4517 40
4370 5343 20
4371 5492 19
4377 5357 48
4379 10165 37
4380 5043 24
4381 5356 19
4381 10048 28
4383 4842 33
4385 5436 75
4387 7564 121
4388 5269 42
4389 5255 75
4391 5296 74
4392 4562 86
4393 5072 25
4393 5061 95
4394 5101 78
4395 4653 89
4397 4459 24
4401 4594 51
4405 4940 50
4408 4709 90
4412 4584 62
4413 5007 39
4416 5445 87
4416 5248 52
4416 4953 42
4417 5088 86
4419 5094 64
4420 5336 61
4421 4840 46
4424 4475 45
4424 5012 89
4424 9882 132
4440 4657 50
4443 5180 90
4443 4716 28
4443 4622 66
4444 5181 27
4447 4557 22
4448 5148 63
4448 5497 71
4449 4663 95
4454 5220 19
4457 5412 67
4459 5220 44
4460 4879 34
4460 5463 15
4460 10335 35
4462 4527 89
4465 4770 68
4465 4667 77
4466 4488 93
4468 4755 57
4468 5362 37
4469 5355 55
4471 5462 31
4473 4493 76
4473 4504 57
4481 4612 22
4483 5359 33
4486 5095 90
4487 5146 93
4488 4963 75
4491 5414 71
4493 4761 21
4494 4995 64
4497 9444 109
4507 5167 75
4511 5485 10
4511 4983 16
4516 5255 67
4517 5054 36
4523 5476 21
4525 5012 27
4526 7369 83
4527 5196 11
4530 4935 60
4531 4689 50
4531 4822 90
4533 5159 85
4543 5021 61
4544 5436 86
4544 9978 114
4545 5068 82
4546 4862 22
4547 4953 44
4547 7787 37
4552 4931 61
4553 4587 63
4560 5100 36
4560 6281 196
4561 4885 31
4563 5388 25
4565 4891 90
4566 4654 94
4567 5424 23
4568 4713 10
4570 5195 26
4571 4692 79
4572 5068 74
4574 5352 52
4575 5372 57
4575 5234 45
4580 4760 87
4580 5235 26
4581 4869 38
4582 4685 75
4584 7935 83
4585 5068 47
4588 10404 193
4590 5210 72
4592 4805 60
4596 4607 19
4597 5086 29
4598 4813 27
4604 5401 60
4605 4825 72
4607 5077 34
4614 5303 15
4614 4785 13
4614 5005 76
4617 7402 108
4621 5174 14
4622 5476 64
4626 5411 67
4627 5132 45
4628 5353 39
4629 5130 52
4630 5023 92
4634 5254 79
4635 9944 38
4636 4728 22
4637 5245 61
4638 4686 29
4638 5197 81
4639 5075 11
4640 5022 51
4642 4758 38
4642 6055 24
4644 5394 62
4644 10127 160
4645 4655 14
4649 4698 85
4649 5444 66
4652 5378 42
4656 5224 88
4656 4717 72
4658 5280 57
4658 5234 58
4659 5324 69
4671 6732 119
4672 5276 51
4675 5482 27
4675 4727 86
4680 9724 153
4683 4939 89
4688 5097 31
4690 9648 96
4693 9649 63
4694 4922 43
4698 4903 52
4700 5106 19
4700 4808 19
4701 5292 56
4703 5175 96
4707 5044 75
4709 4781 11
4710 5199 27
4711 4933 80
4714 5407 61
4716 4886 21
4718 4966 56
4719 5113 80
4722 5147 88
4725 5351 49
4734 5260 36
4735 5159 21
4735 5520 138
4737 5154 17
4743 5823 98
4746 5381 21
4748 4783 16
4752 5468 51
4753 5290 52
4756 5411 12
4756 4900 28
4764 5163 30
4766 5434 50
4770 4949 41
4777 5377 84
4785 5041 90
4785 5321 32
4787 4850 77
4789 5138 92
4790 5204 64
4792 7763 21
4792 9191 84
4796 5185 27
4799 5315 51
4801 4980 80
4801 5402 89
4808 5305 43
4809 5371 27
4811 5481 28
4814 5464 40
4815 5221 48
4819 5257 78
4820 5153 18
4824 4957 28
4824 5421 19
4825 5448 18
4828 4942 93
4830 5341 16
4833 5287 35
4835 5341 16
4835 5271 61
4843 5491 84
4844 4908 17
4847 5164 28
4848 4990 28
4849 5042 42
4855 5185 53
4856 5373 79
4858 5049 51
4864 5322 93
4868 5277 71
4868 6389 74
4869 5048 69
4870 5106 88
4871 5304 25
4872 5127 82
4874 5441 24
4882 5093 78
4890 5008 11
4891 4901 23
4893 5227 64
4895 4926 44
4905 4914 38
4907 4963 76
4911 5229 77
4913 5209 30
4919 5383 90
4920 5189 86
4921 5047 54
4921 4930 82
4921 6385 90
4923 5380 61
4928 5458 55
4932 5144 37
4935 5286 68
4942 5111 75
4945 5176 43
4948 5231 56
4951 5427 96
4954 5240 54
4955 5342 11
4961 5039 12
4975 5041 96
4980 5112 19
4982 5384 85
4987 5493 46
4990 9296 23
4993 5336 43
4996 6631 24
4997 5055 90
4999 7267 25
5003 5249 31
5006 5211 62
5011 5338 11
5013 5219 61
5016 5248 13
5017 5137 27
5020 8131 185
5022 5330 58
5027 5342 46
5045 5331 71
5062 5368 67
5062 5315 63
5063 5158 68
5064 5634 66
5073 5233 52
5091 5482 24
5091 5237 52
5092 5359 61
5105 9851 59
5109 5143 89
5115 5492 34
5115 9448 174
5116 5194 41
5119 5498 70
5119 5349 87
